FantaCode,Role,Name,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,Gdv,Gdp,Day
236,C,Lazovic,6,0,0,0,0,0,0,0,0,0,0,0,16
264,C,Bessa,6,0,0,0,0,0,0,0,0,0,0,0,16
2011,C,Miguel Veloso,6,0,0,0,0,0,0,0,0,0,0,0,16
4890,C,Tameze,6.5,0,0,0,0,0,0,0,0,0,0,0,16
5007,C,Ilic,5.5,0,0,0,0,0,0,0,0,0,0,0,16
90,A,Lasagna,6.5,0,0,0,0,0,0,0,0,0,0,0,16
1958,A,Caprari,7,0,0,0,0,1,0,0,0,0,0,0,16
2061,A,Simeone,7.5,2,0,0,0,0,0,1,0,0,0,0,16
2729,ALL,Tudor,7.5,0,0,0,0,0,0,0,0,0,0,0,16
2792,P,Musso,6,0,1,0,0,0,0,0,0,0,0,0,17
554,D,Zappacosta,6,0,0,0,0,0,0,0,0,0,0,0,17
695,D,Toloi,6.5,0,0,0,0,0,0,0,0,0,0,0,17
770,D,Pezzella Giu.,6.5,0,0,0,0,0,0,0,0,0,0,0,17
787,D,Djimsiti,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2130,D,Hateboer,6,0,0,0,0,0,0,0,0,0,0,0,17
2181,D,Palomino,6,0,0,0,0,0,0,0,0,0,0,0,17
4332,D,Demiral,6.5,0,0,0,0,0,0,0,0,0,0,0,17
22,C,De Roon,6,0,0,0,0,0,0,0,0,0,0,0,17
2077,C,Pasalic,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2741,C,Pessina,6,0,0,0,0,0,0,0,0,0,0,0,17
5001,C,Miranchuk,7,1,0,0,0,0,0,0,0,0,0,0,17
5685,C,Koopmeiners,7,1,0,0,0,0,0,0,0,0,0,0,17
177,A,Ilicic,6.5,0,0,0,0,0,0,0,0,0,0,0,17
507,A,Muriel,6,0,0,0,0,0,0,0,0,0,0,0,17
608,A,Zapata D.,6.5,0,0,0,0,0,0,1,0,0,0,0,17
684,ALL,Gasperini,7.5,0,0,0,0,0,0,0,0,0,0,0,17
133,P,Skorupski,7,0,2,0,0,0,0,0,0,0,0,0,17
487,D,De Silvestri,6,0,0,0,0,0,0,1,0,0,0,0,17
4891,D,Soumaoro,5,0,0,0,0,0,1,1,0,0,0,0,17
5300,D,Hickey,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5675,D,Theate,5.5,0,0,0,0,0,0,1,0,0,0,0,17
272,C,Medel,6,0,0,0,0,0,0,0,0,0,0,0,17
440,C,Viola,6,0,0,0,0,0,0,0,0,0,0,0,17
2154,C,Vignato,6,0,0,0,0,0,0,0,0,0,0,0,17
2167,C,Orsolini,6.5,0,0,0,0,1,0,0,0,0,0,0,17
2625,C,Soriano,5,0,0,0,0,0,0,1,0,0,0,0,17
2744,C,Svanberg,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4415,C,Skov Olsen,5,0,0,0,0,0,0,0,0,0,0,0,17
537,A,Sansone,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2719,A,Barrow,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2743,A,Santander,6,0,0,0,0,0,0,0,0,0,0,0,17
4268,A,Arnautovic,5.5,0,0,0,0,0,0,0,0,0,0,0,17
687,ALL,Mihajlovic,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2178,P,Cragno,7.5,0,4,1,0,0,0,1,0,0,0,0,17
287,D,Caceres,5,0,0,0,0,0,0,0,0,0,0,0,17
2289,D,Dalbert,4.5,0,0,0,0,0,0,0,0,0,0,0,17
2572,D,Godin,5,0,0,0,0,0,0,0,0,0,0,0,17
2653,D,Lykogiannis,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4461,D,Zappa,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4887,D,Bellanova,6,0,0,0,0,0,0,0,0,0,0,0,17
4925,D,Carboni,4.5,0,0,0,0,0,0,0,0,0,0,0,17
5701,D,Obert,6,0,0,0,0,0,0,0,0,0,0,0,17
27,C,Grassi,5.5,0,0,0,0,0,0,0,0,0,0,0,17
1871,C,Deiola,5,0,0,0,0,0,0,1,0,0,0,0,17
4327,C,Oliva,6,0,0,0,0,0,0,0,0,0,0,0,17
4965,C,Marin,5,0,0,0,0,0,0,0,0,0,0,0,17
247,A,Pavoletti,6,0,0,0,0,0,0,0,0,0,0,0,17
345,A,Keita B.,5,0,0,0,0,0,0,0,0,0,0,0,17
1874,A,Joao Pedro,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2647,ALL,Mazzarri,4.5,0,0,0,0,0,0,0,0,0,0,0,17
4964,P,Vicario,7,0,0,0,0,0,0,0,0,0,0,0,17
393,D,Luperto,7,0,0,0,0,0,0,0,0,0,0,0,17
5010,D,Ismajli,7,0,0,0,0,0,0,0,0,0,0,0,17
5449,D,Parisi,7,0,0,0,0,0,0,0,0,0,0,0,17
5450,D,Stojanovic,6,0,0,0,0,0,0,0,0,0,0,0,17
5718,D,Viti,6,0,0,0,0,0,0,0,0,0,0,0,17
2161,C,Haas,6,0,0,0,0,0,0,0,0,0,0,0,17
2253,C,Bandinelli,6,0,0,0,0,0,0,0,0,0,0,0,17
2778,C,Stulac,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4376,C,Zurkowski,6.5,0,0,0,0,0,0,1,0,0,0,0,17
4498,C,Henderson L.,6,0,0,0,0,0,0,0,0,0,0,0,17
5451,C,Bajrami,6.5,0,0,0,0,0,0,0,0,0,0,0,17
5453,C,Ricci S.,6,0,0,0,0,0,0,0,0,0,0,0,17
1857,A,Di Francesco F.,6,0,0,0,0,0,0,0,0,0,0,0,17
2038,A,Pinamonti,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2155,A,Cutrone,7,1,0,0,0,0,0,0,0,0,0,0,17
2821,ALL,Andreazzoli,7.5,0,0,0,0,0,0,0,0,0,0,0,17
2815,P,Terracciano,7,0,0,0,0,0,0,0,0,0,0,0,17
252,D,Biraghi,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2164,D,Milenkovic,6,0,0,0,0,0,0,1,0,0,0,0,17
2174,D,Venuti,6,0,0,0,0,0,0,0,0,0,0,0,17
2614,D,Odriozola,6,0,0,0,0,0,0,0,0,0,0,0,17
4375,D,Terzic,6,0,0,0,0,0,0,0,0,0,0,0,17
4407,D,Igor,6,0,0,0,0,0,0,0,0,0,0,0,17
5323,D,Martinez Quarta,6.5,0,0,0,0,0,0,0,0,0,0,0,17
367,C,Bonaventura,7,1,0,0,0,0,0,0,0,0,0,0,17
406,C,Callejon,6,0,0,0,0,0,0,0,0,0,0,0,17
526,C,Duncan,6,0,0,0,0,0,0,0,0,1,0,0,17
1972,C,Torreira,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2839,C,Sottil,6.5,0,0,0,0,0,0,0,0,1,0,0,17
5457,C,Maleh,6.5,1,0,0,0,0,0,0,0,0,0,0,17
2841,A,Vlahovic,8,2,0,0,0,0,0,0,0,0,0,0,17
4179,A,Gonzalez N.,6,0,0,0,0,0,0,0,0,0,0,0,17
4993,ALL,Italiano,7,0,0,0,0,0,0,0,0,0,0,0,17
2179,P,Sirigu,4.5,0,3,0,0,0,0,0,0,0,0,0,17
15,D,Masiello,5,0,0,0,0,0,0,0,0,0,0,0,17
244,D,Ghiglione,5.5,0,0,0,0,0,0,1,0,0,0,0,17
2328,D,Vanheusden,5.5,0,0,0,0,0,1,0,0,0,0,0,17
2759,D,Criscito,5,0,0,0,0,0,0,0,0,0,0,0,17
5514,D,Vasquez,6,0,0,0,0,0,0,0,0,0,0,0,17
5520,D,Cambiaso,6.5,0,0,0,0,0,0,0,0,1,0,0,17
170,C,Badelj,5,0,0,0,0,0,0,0,0,0,0,0,17
305,C,Sturaro,6,0,0,0,0,0,0,1,0,0,0,0,17
4370,C,Portanova,6,0,0,0,0,0,0,0,0,0,0,0,17
4423,C,Hernani,5,0,0,0,0,0,0,0,0,0,0,0,17
245,A,Pandev,6,0,0,0,0,0,0,0,0,0,0,0,17
472,A,Destro,7,1,0,0,0,0,0,0,0,0,0,0,17
5439,A,Kallon,6,0,0,0,0,0,0,0,0,0,0,0,17
5506,A,Ekuban,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5729,ALL,Shevchenko,5,0,0,0,0,0,0,0,0,0,0,0,17
250,P,Handanovic,6,0,0,0,0,0,0,0,0,0,0,0,17
254,D,Dimarco,6,0,0,0,0,0,0,0,0,0,0,0,17
322,D,De Vrij,6,0,0,0,0,0,0,0,0,0,0,0,17
798,D,Skriniar,7,0,0,0,0,0,0,0,0,0,0,0,17
2120,D,Bastoni,6.5,0,0,0,0,0,0,0,0,0,0,0,17
5513,D,Dumfries,6.5,0,0,0,0,0,0,0,0,0,0,0,17
5740,D,Zanotti,6,0,0,0,0,0,0,0,0,0,0,0,17
265,C,Brozovic,6.5,0,0,0,0,0,0,0,0,0,0,0,17
704,C,Perisic,6,0,0,0,0,0,0,0,0,0,0,0,17
1870,C,Barella,7.5,0,0,0,0,0,0,0,0,2,0,0,17
1978,C,Sensi,6,0,0,0,0,0,0,0,0,0,0,0,17
2194,C,Calhanoglu,7.5,1,0,0,0,0,0,0,0,1,0,0,17
2414,C,Vidal,6,0,0,0,0,0,0,0,0,0,0,0,17
2475,A,Sanchez,7,1,0,0,0,0,0,0,0,0,0,0,17
2764,A,Martinez L.,7,2,0,0,1,0,0,1,0,0,0,0,17
5460,A,Satriano,6,0,0,0,0,0,0,0,0,0,0,0,17
826,ALL,Inzaghi S.,7.5,0,0,0,0,0,0,0,0,0,0,0,17
453,P,Szczesny,6,0,1,0,0,0,0,0,0,0,0,0,17
286,D,Bonucci,5.5,0,0,0,0,0,0,0,0,0,0,0,17
358,D,De Sciglio,6,0,0,0,0,0,0,0,0,0,0,0,17
662,D,Alex Sandro,5.5,0,0,0,0,0,0,0,0,0,0,0,17
697,D,Cuadrado,6,0,0,0,0,0,0,0,0,0,0,0,17
2728,D,Pellegrini Lu.,7,0,0,0,0,0,0,1,0,1,0,0,17
4428,D,De Ligt,6,0,0,0,0,0,0,0,0,0,0,0,17
184,C,Bernardeschi,6,0,0,0,0,0,0,1,0,0,0,0,17
827,C,Locatelli,6,0,0,0,0,0,0,0,0,0,0,0,17
2166,C,Bentancur,6,0,0,0,0,0,0,0,0,0,0,0,17
2379,C,Rabiot,5.5,0,0,0,0,0,0,0,0,0,0,0,17
309,A,Dybala,6,0,0,0,0,0,0,0,0,0,0,0,17
313,A,Morata,7,1,0,0,0,0,0,0,0,0,0,0,17
2097,A,Kean,6,0,0,0,0,0,0,0,0,0,0,0,17
5505,A,Kaio Jorge,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5734,A,Soule',6,0,0,0,0,0,0,0,0,0,0,0,17
686,ALL,Allegri,5,0,0,0,0,0,0,0,0,0,0,0,17
1934,P,Strakosha,6.5,0,2,0,0,0,0,0,0,0,0,0,17
140,D,Hysaj,6,0,0,0,0,0,0,0,0,0,0,0,17
513,D,Acerbi,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2188,D,Marusic,5,0,0,0,0,0,0,1,0,0,0,0,17
2263,D,Lazzari,6,0,0,0,0,0,0,0,0,0,0,0,17
2335,D,Luiz Felipe,5.5,0,0,0,0,0,0,0,0,0,0,0,17
333,C,Cataldi,6,0,0,0,0,0,0,0,0,0,0,0,17
335,C,Felipe Anderson,5.5,0,0,0,0,0,0,0,0,0,0,0,17
632,C,Zaccagni,7,1,0,0,0,0,0,0,0,0,0,0,17
2209,C,Lucas Leiva,6,0,0,0,0,0,0,0,0,0,0,0,17
4389,C,Anderson A.,6,0,0,0,0,0,0,1,0,0,0,0,17
5286,C,Akpa Akpro,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5674,C,Basic,5.5,0,0,0,0,0,0,0,0,0,0,0,17
785,A,Immobile,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2489,A,Pedro,6.5,0,0,0,0,0,0,0,0,1,0,0,17
5012,A,Muriqi,6,0,0,0,0,0,0,0,0,0,0,0,17
688,ALL,Sarri,5,0,0,0,0,0,0,0,0,0,0,0,17
4312,P,Maignan,6,0,1,0,0,0,0,0,0,0,0,0,17
460,D,Romagnoli,6,0,0,0,0,0,0,0,0,0,0,0,17
464,D,Florenzi,6,0,0,0,0,0,0,1,0,0,0,0,17
4292,D,Hernandez T.,6,0,0,0,0,0,0,0,0,0,0,0,17
4751,D,Tomori,6,0,0,0,0,0,0,0,0,0,0,0,17
148,C,Krunic,5.5,0,0,0,0,0,0,0,0,0,0,0,17
1850,C,Kessie',6,0,0,0,0,0,0,0,0,0,0,0,17
2639,C,Bakayoko,5,0,0,0,0,0,0,0,0,0,0,0,17
2692,C,Castillejo,6,0,0,0,0,0,0,1,0,0,0,0,17
2818,C,Bennacer,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4449,C,Tonali,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4825,C,Diaz B.,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4892,C,Saelemaekers,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4896,C,Maldini,6,0,0,0,0,0,0,0,0,0,0,0,17
4970,C,Messias,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2530,A,Ibrahimovic,7,1,0,0,0,0,0,0,0,0,0,0,17
676,ALL,Pioli,6,0,0,0,0,0,0,0,0,0,0,0,17
2468,P,Ospina,6,0,1,0,0,0,0,0,0,0,0,0,17
142,D,Mario Rui,6,0,0,0,0,0,0,0,0,0,0,0,17
256,D,Juan Jesus,6,0,0,0,0,0,0,0,0,0,0,0,17
2816,D,Di Lorenzo,6,0,0,0,0,0,0,0,0,0,0,0,17
2860,D,Malcuit,6,0,0,0,0,0,0,0,0,0,0,0,17
4409,D,Rrahmani,6.5,0,0,0,0,0,0,0,0,0,0,0,17
152,C,Zielinski,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4220,C,Zambo Anguissa,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4479,C,Elmas,6,0,0,0,0,0,0,0,0,0,0,0,17
4725,C,Demme,6,0,0,0,0,0,0,0,0,0,0,0,17
383,A,Petagna,6,0,0,0,0,0,0,0,0,0,0,0,17
409,A,Insigne,5.5,0,0,0,0,0,0,0,0,0,0,0,17
410,A,Mertens,5.5,0,0,0,0,0,0,0,0,0,0,0,17
536,A,Politano,6,0,0,0,0,0,0,0,0,0,0,0,17
2195,A,Ounas,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4517,A,Lozano,6,0,0,0,0,0,0,0,0,0,0,0,17
782,ALL,Spalletti,4.5,0,0,0,0,0,0,0,0,0,0,0,17
4270,P,Rui Patricio,7,0,0,0,0,0,0,0,0,0,0,0,17
2180,D,Karsdorp,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4245,D,Smalling,7,1,0,0,0,0,0,0,0,0,0,0,17
4331,D,Ibanez,7,1,0,0,0,0,0,0,0,0,0,0,17
4495,D,Kumbulla,6,0,0,0,0,0,0,1,0,0,0,0,17
5509,D,Vina,7,0,0,0,0,0,0,1,0,0,0,0,17
58,C,Diawara,6,0,0,0,0,0,0,0,0,0,0,0,17
779,C,Cristante,6,0,0,0,0,0,0,0,0,0,0,0,17
2215,C,Veretout,6.5,0,0,0,0,0,0,0,0,1,0,0,17
2529,C,Mkhitaryan,6,0,0,0,0,0,0,0,0,0,0,0,17
5423,C,Bove,6,0,0,0,0,0,0,0,0,0,0,0,17
2544,A,Abraham,6.5,0,0,0,0,0,0,0,0,1,0,0,17
5233,A,Mayoral,6,0,0,0,0,0,0,0,0,0,0,0,17
5728,A,Afena-Gyan,6,0,0,0,0,0,0,0,1,0,0,0,17
5190,ALL,Mourinho,6.5,0,0,0,0,0,0,0,0,0,0,0,17
720,P,Belec,4,0,4,0,0,0,0,0,0,0,0,0,17
660,D,Gyomber,5,0,0,0,0,0,0,0,0,0,0,0,17
2064,D,Veseli,6,0,0,0,0,0,0,0,0,0,0,0,17
2115,D,Delli Carri,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2208,D,Jaroszynski,6,0,0,0,0,0,0,0,0,0,0,0,17
4378,D,Ranieri L.,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5464,D,Bogdan,5,0,0,0,0,0,0,0,0,0,0,0,17
5503,D,Kechrida,5.5,0,0,0,0,0,0,0,0,0,0,0,17
560,C,Obi,6,0,0,0,0,0,0,0,0,0,0,0,17
2117,C,Kastanos,6,0,0,0,0,0,0,1,0,0,0,0,17
5469,C,Di Tacchio,6,0,0,0,0,0,0,0,0,0,0,0,17
5470,C,Schiavone,6,0,0,0,0,0,0,0,0,0,0,0,17
5504,C,Coulibaly L.,5,0,0,0,0,0,0,0,0,0,0,0,17
505,A,Bonazzoli,5.5,0,0,0,0,0,0,0,0,0,0,0,17
1997,A,Simy,6,0,0,0,0,0,0,0,0,0,0,0,17
2409,A,Ribery,6,0,0,0,0,0,0,0,0,0,0,0,17
693,ALL,Colantuono,5.5,0,0,0,0,0,0,0,0,0,0,0,17
761,P,Audero,6,0,1,0,0,0,0,0,0,0,0,0,17
2104,D,Bereszynski,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2784,D,Colley,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4403,D,Chabot,6,0,0,0,0,0,0,1,0,0,0,0,17
4421,D,Augello,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4895,D,Yoshida,6,0,0,0,0,0,0,0,0,0,0,0,17
5365,D,Dragusin,6,0,0,0,0,0,0,0,0,0,0,0,17
332,C,Candreva,7,0,0,0,0,0,0,0,0,1,0,0,17
600,C,Verre,6,0,0,0,0,0,0,0,0,0,0,0,17
2391,C,Ekdal,6,0,0,0,0,0,0,0,0,0,0,0,17
2703,C,Adrien Silva,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4404,C,Thorsby,5.5,0,0,0,0,0,0,1,0,0,0,0,17
4921,C,Askildsen,6,0,0,0,0,0,0,0,0,0,0,0,17
407,A,Gabbiadini,8,1,0,0,0,0,0,0,0,0,0,0,17
2819,A,Caputo,7.5,1,0,0,0,0,0,0,0,0,0,0,17
2824,ALL,D'aversa,7,0,0,0,0,0,0,0,0,0,0,0,17
509,P,Consigli,6,0,1,0,0,0,0,0,0,0,0,0,17
640,D,Chiriches,6,0,0,0,0,0,0,0,0,0,0,0,17
1895,D,Ferrari G.,6,0,0,0,0,0,0,0,0,0,0,0,17
2318,D,Rogerio,6,0,0,0,0,0,0,0,0,0,0,0,17
4426,D,Toljan,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4521,D,Muldur,6,0,0,0,0,0,0,0,0,0,0,0,17
4979,D,Ayhan,5,0,0,0,0,0,0,0,1,0,0,0,17
2848,C,Frattesi,6,0,0,0,0,0,0,0,0,0,0,0,17
2857,C,Traore' Hj.,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4681,C,Lopez M.,6.5,0,0,0,0,0,0,0,0,0,0,0,17
5511,C,Matheus Henrique,6,0,0,0,0,0,0,0,0,0,0,0,17
531,A,Berardi,7.5,1,0,0,0,0,0,1,0,0,0,0,17
643,A,Defrel,6,0,0,0,0,0,0,0,0,0,0,0,17
2137,A,Scamacca,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2832,A,Boga,6,0,0,0,0,0,0,0,0,0,0,0,17
4371,A,Raspadori,7,1,0,0,0,0,0,0,0,0,0,0,17
5474,ALL,Dionisi,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2814,P,Provedel,6,0,2,0,0,0,0,0,0,0,0,0,17
630,D,Sala,6,0,0,0,0,0,0,0,0,0,0,0,17
2739,D,Reca,6,0,0,0,0,0,0,0,0,0,0,0,17
4329,D,Nikolaou,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4982,D,Erlic,5,0,0,0,0,0,0,0,0,0,0,0,17
5332,D,Bastoni S.,6,0,0,0,0,0,0,0,0,0,0,0,17
5475,D,Amian,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5693,D,Kiwior,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4515,C,Agudelo,6,0,0,0,0,0,0,0,0,0,0,0,17
4988,C,Maggiore,6,0,0,0,0,0,0,0,0,0,0,0,17
5397,C,Kovalenko,5.5,0,0,0,0,0,0,0,0,0,0,0,17
215,A,Verde,5.5,0,0,0,0,0,0,0,0,0,0,0,17
649,A,Manaj,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4992,A,Gyasi,5,0,0,0,0,0,0,1,0,0,0,0,17
5690,A,Strelec,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4861,ALL,Thiago Motta,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2170,P,Milinkovic-Savic V.,5.5,0,1,0,0,0,0,1,0,0,0,0,17
2169,D,Rodriguez R.,6,0,0,0,0,0,0,0,0,0,0,0,17
2724,D,Buongiorno,6,0,0,0,0,0,0,0,0,0,0,0,17
2788,D,Bremer,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4899,D,Singo,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4994,D,Vojvoda,6,0,0,0,0,0,0,0,0,0,0,0,17
5691,D,Zima,5.5,0,0,0,0,0,0,0,0,0,0,0,17
2009,C,Lukic,7.5,0,0,0,0,0,0,0,0,1,0,0,17
2065,C,Praet,6.5,0,0,0,0,0,0,0,0,0,0,0,17
5298,C,Pobega,6.5,0,0,0,0,0,0,0,0,0,0,0,17
315,A,Zaza,6,0,0,0,0,0,0,0,0,0,0,0,17
479,A,Sanabria,7,1,0,0,0,0,0,1,0,0,0,0,17
1998,A,Pjaca,6,0,0,0,0,0,0,0,0,0,0,0,17
4184,A,Brekalo,6,0,0,0,0,0,0,0,0,0,0,0,17
1924,ALL,Juric,6.5,0,0,0,0,0,0,0,0,0,0,0,17
2211,P,Silvestri,6,0,1,0,0,0,0,0,0,0,0,0,17
2280,D,Nuytinck,6,0,0,0,0,0,0,0,0,0,0,0,17
4323,D,Zeegelaar,6,0,0,0,0,0,0,0,0,0,0,0,17
4412,D,Rodrigo Becao,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4998,D,Molina N.,6.5,0,0,0,0,0,0,0,0,0,0,0,17
5355,D,Udogie,6,0,0,0,0,0,0,0,0,0,0,0,17
5677,D,Perez N.,5.5,0,0,0,0,0,0,1,0,0,0,0,17
434,C,Jajalo,6,0,0,0,0,0,0,0,0,0,0,0,17
2392,C,Walace,6.5,0,0,0,0,0,0,0,0,0,0,0,17
5287,C,Arslan,7,0,0,0,0,0,0,0,0,0,0,0,17
5329,C,Makengo,6,0,0,0,0,0,0,0,0,0,0,0,17
2119,A,Deulofeu,6.5,0,0,0,0,0,0,1,0,0,0,0,17
5676,A,Success,5,0,0,0,0,0,0,0,1,0,0,0,17
5694,A,Beto,7,1,0,0,0,0,0,0,0,0,0,0,17
5738,ALL,Cioffi G.,7,0,0,0,0,0,0,0,0,0,0,0,17
2628,P,Romero S.,6.5,0,1,0,0,0,0,0,0,0,0,0,17
1847,D,Caldara,5.5,0,0,0,0,0,0,1,0,0,0,0,17
4719,D,Ampadu,6,0,0,0,0,0,0,1,0,0,0,0,17
5480,D,Ebuehi,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5481,D,Mazzocchi,6,0,0,0,0,0,0,0,0,0,0,0,17
5482,D,Modolo,6,0,0,0,0,0,0,1,0,0,0,0,17
5695,D,Haps,6.5,0,0,0,0,0,0,0,0,1,0,0,17
1980,C,Aramu,7,1,0,0,0,0,0,0,0,0,0,0,17
2107,C,Kiyine,6,0,0,0,0,0,0,1,0,0,0,0,17
5486,C,Crnigoj,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5490,C,Peretz,6,0,0,0,0,0,0,0,0,0,0,0,17
5492,C,Tessmann,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5507,C,Busio,6.5,0,0,0,0,0,0,0,0,0,0,0,17
5495,A,Forte,6,0,0,0,0,0,0,0,0,0,0,0,17
5496,A,Johnsen,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5529,A,Henry,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5497,ALL,Zanetti,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4957,P,Montipo',6.5,0,2,0,0,0,0,0,0,0,0,0,17
581,D,Faraoni,6.5,0,0,0,0,0,0,0,0,1,0,0,17
1891,D,Ceccherini,5.5,0,0,0,0,0,0,1,0,0,0,0,17
2769,D,Magnani,6.5,0,0,0,0,0,0,0,0,0,0,0,17
4888,D,Sutalo,5.5,0,0,0,0,0,0,0,0,0,0,0,17
5498,D,Casale,6,0,0,0,0,0,0,0,0,0,0,0,17
236,C,Lazovic,6,0,0,0,0,0,0,0,0,0,0,0,17
264,C,Bessa,6,0,0,0,0,0,0,0,0,0,0,0,17
2011,C,Miguel Veloso,5.5,0,0,0,0,0,0,0,0,0,0,0,17
4890,C,Tameze,6,0,0,0,0,0,0,0,0,0,0,0,17
5007,C,Ilic,5.5,0,0,0,0,0,0,0,0,0,0,0,17
90,A,Lasagna,5.5,0,0,0,0,0,0,0,0,0,0,0,17
1958,A,Caprari,6,0,0,0,0,0,0,1,0,0,0,0,17
2061,A,Simeone,7,1,0,0,0,0,0,0,0,0,0,0,17
5500,A,Cancellieri,6,0,0,0,0,0,0,0,0,0,0,0,17
2729,ALL,Tudor,6.5,0,0,0,0,0,0,1,0,0,0,0,17
2792,P,Musso,5.5,0,4,0,0,0,0,0,0,0,0,0,18
554,D,Zappacosta,6,0,0,0,0,0,0,0,0,0,0,0,18
695,D,Toloi,5,0,0,0,0,0,0,0,0,0,0,0,18
770,D,Pezzella Giu.,6,0,0,0,0,0,0,0,0,0,0,0,18
787,D,Djimsiti,5,0,0,0,0,0,0,0,0,0,0,0,18
2130,D,Hateboer,5.5,0,0,0,0,0,0,0,0,0,0,0,18
2181,D,Palomino,5,0,0,0,0,0,0,0,0,0,0,0,18
5375,D,Maehle,6,0,0,0,0,0,0,0,0,0,0,0,18
22,C,De Roon,5,0,0,0,0,0,0,1,0,0,0,0,18
788,C,Freuler,5.5,0,0,0,0,0,0,0,0,0,0,0,18
2077,C,Pasalic,5.5,0,0,0,0,0,0,0,0,0,0,0,18
4427,C,Malinovskyi,6,0,0,0,0,0,0,0,0,0,0,0,18
5001,C,Miranchuk,5.5,0,0,0,0,0,0,0,0,0,0,0,18
177,A,Ilicic,6,0,0,0,0,0,0,0,0,0,0,0,18
507,A,Muriel,6.5,0,0,0,0,0,0,0,0,0,0,0,18
608,A,Zapata D.,5,0,0,0,0,0,0,0,0,0,0,0,18
684,ALL,Gasperini,5.5,0,0,0,0,0,0,0,0,0,0,0,18
133,P,Skorupski,6,0,2,0,0,0,0,0,0,0,0,0,18
487,D,De Silvestri,6,0,0,0,0,0,0,0,0,0,0,0,18
4891,D,Soumaoro,5.5,0,0,0,0,0,0,0,0,0,0,0,18
5300,D,Hickey,5.5,0,0,0,0,0,0,0,0,0,0,0,18
5675,D,Theate,6,0,0,0,0,0,0,0,0,0,0,0,18
272,C,Medel,5.5,0,0,0,0,0,0,0,0,0,0,0,18
440,C,Viola,6,0,0,0,0,0,0,0,0,0,0,0,18
2154,C,Vignato,6,0,0,0,0,0,0,0,0,0,0,0,18
2625,C,Soriano,6,0,0,0,0,0,0,0,0,0,0,0,18
2744,C,Svanberg,5.5,0,0,0,0,0,0,0,0,0,0,0,18
4415,C,Skov Olsen,6,0,0,0,0,0,0,0,0,0,0,0,18
4869,C,Dominguez,6,0,0,0,0,0,0,1,0,0,0,0,18
537,A,Sansone,6,0,0,0,0,0,0,0,0,0,0,0,18
2719,A,Barrow,5.5,0,0,0,0,0,0,0,0,0,0,0,18
2743,A,Santander,6,0,0,0,0,0,0,0,0,0,0,0,18
