FantaCode,Role,Name,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,Gdv,Gdp,Day
2819,A,Caputo,6.5,0,0,0,0,0,0,0,0,1,0,0,8
2824,ALL,D'aversa,5,0,0,0,0,0,0,0,1,0,0,0,8
509,P,Consigli,6,0,2,0,0,0,0,0,0,0,0,0,8
418,D,Goldaniga,6,0,0,0,0,0,0,0,0,0,0,0,8
640,D,Chiriches,6,0,0,0,0,0,0,1,0,0,0,0,8
1895,D,Ferrari G.,5,0,0,0,0,0,0,0,0,0,0,0,8
2318,D,Rogerio,5,0,0,0,0,0,0,0,0,0,0,0,8
4426,D,Toljan,7,0,0,0,0,0,0,1,0,1,0,0,8
4530,D,Kyriakopoulos,5.5,0,0,0,0,0,0,0,0,0,0,0,8
528,C,Magnanelli,6,0,0,0,0,0,0,0,0,0,0,0,8
1995,C,Djuricic,6,0,0,0,0,0,0,0,0,0,0,0,8
2848,C,Frattesi,6.5,0,0,0,0,0,0,1,0,0,0,0,8
4681,C,Lopez M.,6.5,0,0,0,0,0,0,0,0,0,0,0,8
5688,C,Harroui,5.5,0,0,0,0,0,0,1,0,0,0,0,8
531,A,Berardi,6,0,0,0,0,0,0,0,0,0,0,0,8
643,A,Defrel,5.5,0,0,0,0,0,0,0,0,0,0,0,8
2137,A,Scamacca,7.5,2,0,0,0,0,0,0,0,0,0,0,8
4371,A,Raspadori,6.5,0,0,0,0,0,0,0,0,0,0,0,8
5474,ALL,Dionisi,6.5,0,0,0,0,0,0,0,0,0,0,0,8
2814,P,Provedel,6.5,0,1,0,0,0,0,0,0,0,0,0,8
2312,D,Hristov,6,0,0,0,0,0,0,0,0,0,0,0,8
4329,D,Nikolaou,5,0,0,0,0,0,0,0,0,0,0,0,8
4983,D,Ferrer,7,0,0,0,0,0,0,0,0,0,0,0,8
4988,C,Maggiore,7,0,0,0,0,0,0,0,0,0,0,0,8
5397,C,Kovalenko,7.5,1,0,0,0,0,0,0,0,1,0,0,8
215,A,Verde,6,0,0,0,0,0,0,0,0,0,0,0,8
649,A,Manaj,6,0,0,0,0,0,0,1,0,0,0,0,8
2304,A,Salcedo E.,6,0,0,0,0,0,0,0,0,0,0,0,8
4992,A,Gyasi,5.5,0,0,0,0,0,0,1,0,0,0,0,8
5336,A,Nzola,5.5,0,0,0,0,0,0,0,0,0,0,0,8
5673,A,Antiste,6.5,0,0,0,0,0,0,0,0,0,0,0,8
5690,A,Strelec,7,1,0,0,0,0,0,0,0,0,0,0,8
5716,A,Podgoreanu,6.5,0,0,0,0,0,0,0,0,1,0,0,8
4861,ALL,Thiago Motta,7.5,0,0,0,0,0,0,0,0,0,0,0,8
2170,P,Milinkovic-Savic V.,7.5,0,1,1,0,0,0,1,0,0,0,0,8
2169,D,Rodriguez R.,6,0,0,0,0,0,0,1,0,0,0,0,8
2724,D,Buongiorno,5,0,0,0,0,0,0,0,0,0,0,0,8
2788,D,Bremer,6.5,0,0,0,0,0,0,0,0,0,0,0,8
2865,D,Aina,6,0,0,0,0,0,0,0,0,0,0,0,8
2869,D,Djidji,6.5,0,0,0,0,0,0,0,0,0,0,0,8
4899,D,Singo,6.5,0,0,0,0,0,0,0,0,0,0,0,8
1933,C,Mandragora,6,0,0,0,0,0,0,0,0,0,0,0,8
2008,C,Linetty,5.5,0,0,0,0,0,0,1,0,0,0,0,8
2009,C,Lukic,5.5,0,0,0,0,0,0,0,0,0,0,0,8
5298,C,Pobega,6,0,0,0,0,0,0,1,0,0,0,0,8
5725,C,Kone B.,5,0,0,0,0,0,0,0,0,0,0,0,8
441,A,Belotti,5.5,0,0,0,0,0,0,0,0,0,0,0,8
479,A,Sanabria,5.5,0,0,0,0,0,0,0,0,0,0,0,8
4184,A,Brekalo,6,0,0,0,0,0,0,0,0,0,0,0,8
5477,A,Warming,6,0,0,0,0,0,0,0,0,0,0,0,8
1924,ALL,Juric,6,0,0,0,0,0,0,0,0,0,0,0,8
2211,P,Silvestri,6,0,1,0,0,0,0,0,0,0,0,0,8
790,D,Samir,5.5,0,0,0,0,0,0,0,0,0,0,0,8
2280,D,Nuytinck,6.5,0,0,0,0,0,0,0,0,0,0,0,8
2315,D,Stryger Larsen,6,0,0,0,0,0,0,0,0,0,0,0,8
4412,D,Rodrigo Becao,6.5,0,0,0,0,0,0,0,0,0,0,0,8
4998,D,Molina N.,6.5,0,0,0,0,0,0,0,0,0,0,0,8
5355,D,Udogie,6,0,0,0,0,0,0,0,0,0,0,0,8
5686,D,Soppy,6,0,0,0,0,0,0,0,0,0,0,0,8
302,C,Pereyra,4.5,0,0,0,0,0,0,0,1,0,0,0,8
2392,C,Walace,6,0,0,0,0,0,0,0,0,0,0,0,8
5329,C,Makengo,5.5,0,0,0,0,0,0,0,0,0,0,0,8
2119,A,Deulofeu,6.5,0,0,0,0,0,0,1,0,0,0,0,8
2826,A,Pussetto,6.5,0,0,0,0,0,0,0,0,1,0,0,8
5694,A,Beto,7,1,0,0,0,0,0,0,0,0,0,0,8
1860,ALL,Gotti,6,0,0,0,0,0,0,0,0,0,0,0,8
2628,P,Romero S.,6.5,0,0,0,0,0,0,0,0,0,0,0,8
1847,D,Caldara,6,0,0,0,0,0,0,0,0,0,0,0,8
4719,D,Ampadu,6,0,0,0,0,0,0,1,0,0,0,0,8
5479,D,Ceccaroni,6,0,0,0,0,0,0,1,0,0,0,0,8
5480,D,Ebuehi,6,0,0,0,0,0,0,0,0,0,0,0,8
5484,D,Svoboda,6.5,0,0,0,0,0,0,0,0,0,0,0,8
5695,D,Haps,6.5,0,0,0,0,0,0,0,0,0,0,0,8
1980,C,Aramu,7,1,0,0,0,0,0,0,0,0,0,0,8
5486,C,Crnigoj,6,0,0,0,0,0,0,0,0,0,0,0,8
5487,C,Heymans,6,0,0,0,0,0,0,0,0,0,0,0,8
5507,C,Busio,6.5,0,0,0,0,0,0,0,0,0,0,0,8
5508,C,Vacca,6,0,0,0,0,0,0,0,0,0,0,0,8
5496,A,Johnsen,6,0,0,0,0,0,0,0,0,0,0,0,8
5515,A,Okereke,5.5,0,0,0,0,0,0,0,0,0,0,0,8
5529,A,Henry,7,0,0,0,0,0,0,0,0,1,0,0,8
5497,ALL,Zanetti,7,0,0,0,0,0,0,1,0,0,0,0,8
4957,P,Montipo',6,0,3,0,0,0,0,0,0,0,0,0,8
581,D,Faraoni,5.5,0,0,0,0,0,0,0,0,0,0,0,8
1891,D,Ceccherini,6,0,0,0,0,0,0,1,0,0,0,0,8
2758,D,Gunter,4.5,0,0,0,0,0,1,0,0,0,0,0,8
4888,D,Sutalo,5,0,0,0,0,0,0,0,0,0,0,0,8
5498,D,Casale,5.5,0,0,0,0,0,0,1,0,0,0,0,8
236,C,Lazovic,6,0,0,0,0,0,0,0,0,0,0,0,8
2011,C,Miguel Veloso,7,0,0,0,0,0,0,1,0,1,0,0,8
2172,C,Barak,7,0,0,0,0,1,0,0,0,0,0,0,8
4890,C,Tameze,5.5,0,0,0,0,0,0,0,0,0,0,0,8
5007,C,Ilic,6,0,0,0,0,0,0,0,0,0,0,0,8
90,A,Lasagna,5.5,0,0,0,0,0,0,0,0,0,0,0,8
652,A,Kalinic,6.5,0,0,0,0,0,0,1,0,0,0,0,8
1958,A,Caprari,7,1,0,0,0,0,0,0,0,0,0,0,8
2061,A,Simeone,5.5,0,0,0,0,0,0,0,0,0,0,0,8
5500,A,Cancellieri,6,0,0,0,0,0,0,0,0,0,0,0,8
2729,ALL,Tudor,6,0,0,0,0,0,0,0,0,0,0,0,8
2792,P,Musso,6,0,1,0,0,0,0,0,0,0,0,0,9
554,D,Zappacosta,6,0,0,0,0,0,0,0,0,0,0,0,9
770,D,Pezzella Giu.,6,0,0,0,0,0,0,1,0,0,0,0,9
2181,D,Palomino,6.5,0,0,0,0,0,0,0,0,0,0,0,9
4934,D,Lovato,6,0,0,0,0,0,0,1,0,0,0,0,9
5526,D,Scalvini,5,0,0,0,0,0,0,0,0,0,0,0,9
22,C,De Roon,6,0,0,0,0,0,0,0,0,0,0,0,9
788,C,Freuler,6,0,0,0,0,0,0,0,0,0,0,0,9
2077,C,Pasalic,6.5,0,0,0,0,0,0,0,0,1,0,0,9
4427,C,Malinovskyi,7,1,0,0,0,0,0,0,0,0,0,0,9
5001,C,Miranchuk,5.5,0,0,0,0,0,0,0,0,0,0,0,9
5685,C,Koopmeiners,6,0,0,0,0,0,0,0,0,0,0,0,9
177,A,Ilicic,6.5,0,0,0,0,0,0,0,0,0,0,0,9
507,A,Muriel,5.5,0,0,0,0,0,0,0,0,0,0,0,9
608,A,Zapata D.,6,0,0,0,0,0,0,0,0,0,0,0,9
684,ALL,Gasperini,6,0,0,0,0,0,0,0,1,0,0,0,9
133,P,Skorupski,6,0,4,0,0,0,0,0,0,0,0,0,9
487,D,De Silvestri,6,0,0,0,0,0,0,0,0,0,0,0,9
2746,D,Dijks,5,0,0,0,0,0,0,0,0,0,0,0,9
4891,D,Soumaoro,4,0,0,0,0,0,0,0,1,0,0,0,9
5300,D,Hickey,6,0,0,0,0,0,0,0,0,0,0,0,9
5445,D,Binks,6,0,0,0,0,0,0,0,0,0,0,0,9
5675,D,Theate,5.5,0,0,0,0,0,0,0,0,0,0,0,9
272,C,Medel,5,0,0,0,0,0,0,0,0,0,0,0,9
2167,C,Orsolini,6,0,0,0,0,0,0,0,0,0,0,0,9
2625,C,Soriano,5,0,0,0,0,0,0,0,1,1,0,0,9
2744,C,Svanberg,6.5,0,0,0,0,0,0,0,0,0,0,0,9
4393,C,Schouten,6,0,0,0,0,0,0,0,0,0,0,0,9
4869,C,Dominguez,6,0,0,0,0,0,0,0,0,0,0,0,9
2719,A,Barrow,7,1,0,0,0,0,0,0,0,0,0,0,9
2743,A,Santander,6,0,0,0,0,0,0,0,0,0,0,0,9
4268,A,Arnautovic,6.5,0,0,0,0,0,0,1,0,0,0,0,9
687,ALL,Mihajlovic,6,0,0,0,0,0,0,0,0,0,0,0,9
2178,P,Cragno,6,0,3,0,0,0,0,0,0,0,0,0,9
287,D,Caceres,6,0,0,0,0,0,0,0,0,0,0,0,9
1866,D,Ceppitelli,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2653,D,Lykogiannis,4.5,0,0,0,0,0,0,0,0,0,0,0,9
4461,D,Zappa,5,0,0,0,0,0,0,0,0,0,0,0,9
4887,D,Bellanova,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4925,D,Carboni,5,0,0,0,0,0,0,0,0,0,0,0,9
5701,D,Obert,6,0,0,0,0,0,0,0,0,0,0,0,9
27,C,Grassi,5.5,0,0,0,0,0,0,0,0,0,0,0,9
1871,C,Deiola,5,0,0,0,0,0,0,0,0,0,0,0,9
4514,C,Nandez,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4886,C,Pereiro,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4965,C,Marin,5,0,0,0,0,0,0,1,0,0,0,0,9
247,A,Pavoletti,6,0,0,0,0,0,0,0,0,0,0,0,9
345,A,Keita B.,5,0,0,0,0,0,0,1,0,0,0,0,9
1874,A,Joao Pedro,5,0,0,0,0,0,0,0,0,0,0,0,9
2647,ALL,Mazzarri,4,0,0,0,0,0,0,0,0,0,0,0,9
4964,P,Vicario,6.5,0,2,0,0,0,0,0,0,0,0,0,9
144,D,Tonelli,6,0,0,0,0,0,0,0,0,0,0,0,9
393,D,Luperto,7,0,0,0,0,0,0,0,0,0,0,0,9
2252,D,Marchizza,5,0,0,0,0,0,0,1,0,0,0,0,9
5010,D,Ismajli,5.5,0,0,0,0,0,1,0,0,0,0,0,9
5450,D,Stojanovic,5.5,0,0,0,0,0,0,1,0,0,0,0,9
2161,C,Haas,6.5,0,0,0,0,0,0,1,0,1,0,0,9
2253,C,Bandinelli,6,0,0,0,0,0,0,0,0,1,0,0,9
2778,C,Stulac,6,0,0,0,0,0,0,0,0,0,0,0,9
4376,C,Zurkowski,6,0,0,0,0,0,0,0,0,0,0,0,9
4498,C,Henderson L.,7,0,0,0,0,0,0,0,0,0,0,0,9
5451,C,Bajrami,5.5,0,0,0,0,0,0,0,0,0,0,0,9
5453,C,Ricci S.,6,0,0,0,0,0,0,0,0,0,0,0,9
2038,A,Pinamonti,8,1,0,0,0,1,0,0,0,0,0,0,9
2155,A,Cutrone,7,1,0,0,0,0,0,0,0,0,0,0,9
4477,A,La Mantia,6,0,0,0,0,0,0,0,0,0,0,0,9
2821,ALL,Andreazzoli,7,0,0,0,0,0,0,0,0,0,0,0,9
2815,P,Terracciano,6,0,0,0,0,0,0,0,0,0,0,0,9
252,D,Biraghi,7,0,0,0,0,1,0,0,0,0,0,0,9
2164,D,Milenkovic,6.5,0,0,0,0,0,0,0,0,0,0,0,9
2174,D,Venuti,6,0,0,0,0,0,0,0,0,0,0,0,9
4375,D,Terzic,6,0,0,0,0,0,0,0,0,0,0,0,9
5323,D,Martinez Quarta,6.5,0,0,0,0,0,0,0,0,0,0,0,9
150,C,Saponara,7.5,0,0,0,0,0,0,0,0,1,0,0,9
367,C,Bonaventura,6.5,0,0,0,0,0,0,0,0,0,0,0,9
406,C,Callejon,6,0,0,0,0,0,0,0,0,0,0,0,9
526,C,Duncan,6,0,0,0,0,0,0,0,0,0,0,0,9
1972,C,Torreira,6,0,0,0,0,0,0,0,0,0,0,0,9
4377,C,Castrovilli,6,0,0,0,0,0,0,0,0,0,0,0,9
4522,C,Amrabat,6,0,0,0,0,0,0,0,0,0,0,0,9
5457,C,Maleh,6,0,0,0,0,0,0,0,0,0,0,0,9
2841,A,Vlahovic,7.5,1,0,0,0,0,0,0,0,0,0,0,9
4179,A,Gonzalez N.,7.5,1,0,0,0,0,0,0,0,0,0,0,9
4993,ALL,Italiano,7.5,0,0,0,0,0,0,0,0,0,0,0,9
2179,P,Sirigu,6,0,3,0,0,0,0,0,0,0,0,0,9
244,D,Ghiglione,5,0,0,0,0,0,0,0,0,0,0,0,9
633,D,Fares,5,0,0,0,0,0,0,1,0,0,0,0,9
2759,D,Criscito,5,0,0,0,0,0,0,0,0,0,0,0,9
5514,D,Vasquez,4.5,0,0,0,0,0,0,1,0,0,0,0,9
5520,D,Cambiaso,5,0,0,0,0,0,0,0,0,0,0,0,9
305,C,Sturaro,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2302,C,Behrami,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4459,C,Rovella,6.5,0,0,0,0,0,0,0,0,0,0,0,9
5684,C,Toure' A.,5.5,0,0,0,0,0,0,0,0,0,0,0,9
5705,C,Galdames,6,0,0,0,0,0,0,0,0,0,0,0,9
245,A,Pandev,6,0,0,0,0,0,0,0,0,0,0,0,9
472,A,Destro,7,1,0,0,0,0,0,0,0,0,0,0,9
2284,A,Caicedo,7.5,1,0,0,0,0,0,0,0,1,0,0,9
5439,A,Kallon,6.5,0,0,0,0,0,0,1,0,1,0,0,9
5506,A,Ekuban,5.5,0,0,0,0,0,0,0,0,0,0,0,9
762,ALL,Ballardini,5.5,0,0,0,0,0,0,0,0,0,0,0,9
250,P,Handanovic,6,0,1,0,0,0,0,0,0,0,0,0,9
322,D,De Vrij,6,0,0,0,0,0,0,0,0,0,0,0,9
798,D,Skriniar,6.5,0,0,0,0,0,0,0,0,0,0,0,9
2120,D,Bastoni,6,0,0,0,0,0,0,0,0,0,0,0,9
2525,D,Darmian,6,0,0,0,0,0,0,0,0,0,0,0,9
5513,D,Dumfries,4.5,0,0,0,0,0,0,0,0,0,0,0,9
181,C,Vecino,6,0,0,0,0,0,0,0,0,0,0,0,9
265,C,Brozovic,6.5,0,0,0,0,0,0,0,0,0,0,0,9
704,C,Perisic,6.5,0,0,0,0,0,0,1,0,0,0,0,9
801,C,Gagliardini,6,0,0,0,0,0,0,0,0,0,0,0,9
1870,C,Barella,6.5,0,0,0,0,0,0,1,0,0,0,0,9
2194,C,Calhanoglu,6.5,0,0,0,0,0,0,0,0,0,0,0,9
647,A,Dzeko,7,1,0,0,0,0,0,0,0,0,0,0,9
2475,A,Sanchez,6,0,0,0,0,0,0,0,0,0,0,0,9
2764,A,Martinez L.,5.5,0,0,0,0,0,0,0,0,0,0,0,9
826,ALL,Inzaghi S.,5.5,0,0,0,0,0,0,0,1,0,0,0,9
453,P,Szczesny,6,0,1,0,0,0,0,0,0,0,0,0,9
286,D,Bonucci,5.5,0,0,0,0,0,0,0,0,0,0,0,9
288,D,Chiellini,6,0,0,0,0,0,0,1,0,0,0,0,9
662,D,Alex Sandro,6,0,0,0,0,0,0,1,0,0,0,0,9
697,D,Cuadrado,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4237,D,Danilo,6,0,0,0,0,0,0,0,0,0,0,0,9
184,C,Bernardeschi,6,0,0,0,0,0,0,0,0,0,0,0,9
827,C,Locatelli,6,0,0,0,0,0,0,0,0,0,0,0,9
2002,C,Chiesa,6,0,0,0,0,0,0,0,0,0,0,0,9
2166,C,Bentancur,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2833,C,Kulusevski,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4285,C,Arthur,6,0,0,0,0,0,0,0,0,0,0,0,9
4973,C,Mckennie,5.5,0,0,0,0,0,0,0,0,0,0,0,9
309,A,Dybala,7,0,0,0,0,1,0,0,0,0,0,0,9
313,A,Morata,5,0,0,0,0,0,0,0,0,0,0,0,9
5505,A,Kaio Jorge,6,0,0,0,0,0,0,0,0,0,0,0,9
686,ALL,Allegri,6,0,0,0,0,0,0,0,0,0,0,0,9
387,P,Reina,6,0,4,0,0,0,0,0,0,0,0,0,9
140,D,Hysaj,5.5,0,0,0,0,0,0,0,0,0,0,0,9
327,D,Patric,4.5,0,0,0,0,0,0,1,0,0,0,0,9
329,D,Radu,4,0,0,0,0,0,0,0,0,0,0,0,9
2188,D,Marusic,4.5,0,0,0,0,0,0,0,0,0,0,0,9
2263,D,Lazzari,5,0,0,0,0,0,0,0,0,0,0,0,9
333,C,Cataldi,6,0,0,0,0,0,0,0,0,0,0,0,9
335,C,Felipe Anderson,5,0,0,0,0,0,0,0,0,0,0,0,9
645,C,Milinkovic-Savic,6,0,0,0,0,0,0,0,0,1,0,0,9
2085,C,Luis Alberto,6,0,0,0,0,0,0,0,0,0,0,0,9
2209,C,Lucas Leiva,5.5,0,0,0,0,0,0,0,0,0,0,0,9
5286,C,Akpa Akpro,5,0,0,0,0,0,0,1,0,0,0,0,9
785,A,Immobile,6,1,0,0,0,0,0,0,0,0,0,0,9
2489,A,Pedro,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4938,A,Moro,5.5,0,0,0,0,0,0,0,0,0,0,0,9
688,ALL,Sarri,4,0,0,0,0,0,0,0,0,0,0,0,9
160,P,Tatarusanu,6,0,2,0,0,0,0,0,0,0,0,0,9
357,D,Calabria,6.5,1,0,0,0,0,0,1,0,0,0,0,9
2633,D,Kjaer,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4751,D,Tomori,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4976,D,Kalulu,6,0,0,0,0,0,0,0,0,0,0,0,9
5017,D,Ballo-Toure',5.5,0,0,0,0,0,0,0,0,0,0,0,9
148,C,Krunic,6.5,0,0,0,0,0,0,0,0,0,0,0,9
2639,C,Bakayoko,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2692,C,Castillejo,6,0,0,0,0,0,0,0,0,0,0,0,9
2818,C,Bennacer,7.5,1,0,0,0,0,0,0,0,1,0,0,9
4449,C,Tonali,6,0,0,0,0,0,0,1,0,0,0,0,9
4892,C,Saelemaekers,5.5,0,0,0,0,0,0,1,0,0,0,0,9
2530,A,Ibrahimovic,6.5,1,0,0,0,0,1,0,0,1,0,0,9
4200,A,Giroud,6,0,0,0,0,0,0,0,0,0,0,0,9
4510,A,Rafael Leao,7,1,0,0,0,0,0,0,0,0,0,0,9
676,ALL,Pioli,6.5,0,0,0,0,0,0,0,0,0,0,0,9
2468,P,Ospina,6,0,0,0,0,0,0,0,0,0,0,0,9
142,D,Mario Rui,5.5,0,0,0,0,0,0,0,0,0,0,0,9
392,D,Koulibaly,7,0,0,0,0,0,0,0,0,0,0,0,9
2816,D,Di Lorenzo,6.5,0,0,0,0,0,0,0,0,0,0,0,9
4409,D,Rrahmani,6.5,0,0,0,0,0,0,0,0,0,0,0,9
152,C,Zielinski,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2775,C,Ruiz,6.5,0,0,0,0,0,0,0,0,0,0,0,9
4220,C,Zambo Anguissa,6.5,0,0,0,0,0,0,0,0,0,0,0,9
4479,C,Elmas,6,0,0,0,0,0,0,0,0,0,0,0,9
409,A,Insigne,6,0,0,0,0,0,0,0,0,0,0,0,9
410,A,Mertens,6,0,0,0,0,0,0,1,0,0,0,0,9
536,A,Politano,6,0,0,0,0,0,0,0,0,0,0,0,9
4517,A,Lozano,6,0,0,0,0,0,0,0,0,0,0,0,9
4661,A,Osimhen,5.5,0,0,0,0,0,0,0,0,0,0,0,9
782,ALL,Spalletti,6,0,0,0,0,0,0,0,1,0,0,0,9
4270,P,Rui Patricio,6,0,0,0,0,0,0,0,0,0,0,0,9
2180,D,Karsdorp,6.5,0,0,0,0,0,0,1,0,0,0,0,9
2296,D,Mancini,6.5,0,0,0,0,0,0,1,0,0,0,0,9
4331,D,Ibanez,6.5,0,0,0,0,0,0,0,0,0,0,0,9
5509,D,Vina,6,0,0,0,0,0,0,0,0,0,0,0,9
530,C,Pellegrini Lo.,6,0,0,0,0,0,0,0,0,0,0,0,9
779,C,Cristante,6.5,0,0,0,0,0,0,0,0,0,0,0,9
2215,C,Veretout,6,0,0,0,0,0,0,1,0,0,0,0,9
2529,C,Mkhitaryan,5,0,0,0,0,0,0,0,0,0,0,0,9
2766,C,Zaniolo,6,0,0,0,0,0,0,0,0,0,0,0,9
795,A,El Shaarawy,6,0,0,0,0,0,0,0,0,0,0,0,9
2544,A,Abraham,6,0,0,0,0,0,0,1,0,0,0,0,9
5311,A,Shomurodov,6,0,0,0,0,0,0,0,0,0,0,0,9
5190,ALL,Mourinho,6,0,0,0,0,0,0,0,1,0,0,0,9
720,P,Belec,5.5,0,4,0,0,0,0,0,0,0,0,0,9
2208,D,Jaroszynski,4.5,0,0,0,0,0,0,0,0,0,0,0,9
4378,D,Ranieri L.,6.5,1,0,0,0,0,0,1,0,0,0,0,9
4433,D,Zortea,6,0,0,0,0,0,0,0,0,0,0,0,9
5463,D,Aya,5,0,0,0,0,0,0,0,0,0,0,0,9
5466,D,Strandberg,4,0,0,0,0,0,1,0,0,0,0,0,9
5503,D,Kechrida,6,0,0,0,0,0,0,0,0,0,0,0,9
560,C,Obi,6,0,0,0,0,0,0,0,0,0,0,0,9
2117,C,Kastanos,6.5,0,0,0,0,0,0,0,0,0,0,0,9
5469,C,Di Tacchio,5.5,0,0,0,0,0,0,0,0,0,0,0,9
505,A,Bonazzoli,6.5,0,0,0,0,0,0,0,0,0,0,0,9
1997,A,Simy,5,0,0,0,0,0,0,0,0,0,0,0,9
2409,A,Ribery,7,0,0,0,0,0,0,0,0,1,0,0,9
5471,A,Djuric,6,0,0,0,0,0,0,0,0,0,0,0,9
5714,A,Gondo,6,0,0,0,0,0,0,0,0,0,0,0,9
693,ALL,Colantuono,5,0,0,0,0,0,0,0,0,0,0,0,9
761,P,Audero,6.5,0,1,0,0,0,0,0,0,0,0,0,9
45,D,Ferrari A.,6,0,0,0,0,0,0,0,0,0,0,0,9
2104,D,Bereszynski,6,0,0,0,0,0,0,1,0,0,0,0,9
2784,D,Colley,6.5,0,0,0,0,0,0,1,0,0,0,0,9
4403,D,Chabot,6,0,0,0,0,0,0,0,0,0,0,0,9
4421,D,Augello,6.5,0,0,0,0,0,0,0,0,0,0,0,9
4895,D,Yoshida,6,0,0,0,0,0,0,0,0,0,0,0,9
5365,D,Dragusin,6,0,0,0,0,0,0,0,0,0,0,0,9
332,C,Candreva,7.5,1,0,0,0,0,0,1,0,0,0,0,9
600,C,Verre,6,0,0,0,0,0,0,0,0,0,0,0,9
2703,C,Adrien Silva,6.5,0,0,0,0,0,0,0,0,0,0,0,9
4921,C,Askildsen,6,0,0,0,0,0,0,0,0,0,0,0,9
407,A,Gabbiadini,6.5,0,0,0,0,0,0,0,0,1,0,0,9
568,A,Quagliarella,6,0,0,0,0,0,0,0,0,0,0,0,9
2819,A,Caputo,6,0,0,0,0,0,0,0,0,0,0,0,9
2824,ALL,D'aversa,6.5,0,0,0,0,0,0,0,0,0,0,0,9
509,P,Consigli,6,0,1,0,0,0,0,0,0,0,0,0,9
640,D,Chiriches,6.5,0,0,0,0,0,0,0,0,0,0,0,9
1895,D,Ferrari G.,6,0,0,0,0,0,0,0,0,0,0,0,9
2318,D,Rogerio,6,0,0,0,0,0,0,1,0,0,0,0,9
4426,D,Toljan,6,0,0,0,0,0,0,0,0,0,0,0,9
4521,D,Muldur,6,0,0,0,0,0,0,0,0,0,0,0,9
4979,D,Ayhan,6,0,0,0,0,0,0,0,0,0,0,0,9
1995,C,Djuricic,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2848,C,Frattesi,7,1,0,0,0,0,0,0,0,0,0,0,9
2857,C,Traore' Hj.,6.5,0,0,0,0,0,0,0,0,0,0,0,9
4681,C,Lopez M.,6,0,0,0,0,0,0,0,0,0,0,0,9
5511,C,Matheus Henrique,6,0,0,0,0,0,0,0,0,0,0,0,9
531,A,Berardi,7,1,0,0,0,0,0,0,0,0,0,0,9
643,A,Defrel,6,0,0,0,0,0,0,0,0,0,0,0,9
2137,A,Scamacca,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4371,A,Raspadori,6.5,0,0,0,0,0,0,0,0,1,0,0,9
5474,ALL,Dionisi,7,0,0,0,0,0,0,0,0,0,0,0,9
2814,P,Provedel,6,0,2,0,0,0,0,0,0,0,0,0,9
2312,D,Hristov,5,0,0,0,0,0,0,1,0,0,0,0,9
4329,D,Nikolaou,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4983,D,Ferrer,5.5,0,0,0,0,0,0,0,0,0,0,0,9
5332,D,Bastoni S.,6,0,0,0,0,0,0,0,0,0,0,0,9
4988,C,Maggiore,6,0,0,0,0,0,0,0,0,0,0,0,9
5397,C,Kovalenko,5.5,0,0,0,0,0,0,0,0,0,0,0,9
215,A,Verde,7,1,0,0,0,0,0,0,0,0,0,0,9
2304,A,Salcedo E.,5.5,0,0,0,0,0,0,0,0,0,0,0,9
4992,A,Gyasi,5,0,0,0,0,0,1,0,0,0,0,0,9
5336,A,Nzola,6,0,0,0,0,0,0,0,0,0,0,0,9
5673,A,Antiste,5,0,0,0,0,0,0,0,0,0,0,0,9
5690,A,Strelec,6,0,0,0,0,0,0,0,0,0,0,0,9
5716,A,Podgoreanu,6,0,0,0,0,0,0,0,0,0,0,0,9
4861,ALL,Thiago Motta,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2170,P,Milinkovic-Savic V.,5.5,0,2,0,0,0,0,0,0,0,0,0,9
706,D,Ansaldi,6.5,0,0,0,0,0,0,0,0,1,0,0,9
2724,D,Buongiorno,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2788,D,Bremer,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2865,D,Aina,5,0,0,0,0,0,0,0,0,0,0,0,9
2869,D,Djidji,5,0,0,0,0,0,0,0,0,0,0,0,9
4899,D,Singo,6,0,0,0,0,0,0,0,0,0,0,0,9
4994,D,Vojvoda,5.5,0,0,0,0,0,0,0,0,0,0,0,9
2008,C,Linetty,6,0,0,0,0,0,0,0,0,0,0,0,9
2009,C,Lukic,6.5,0,0,0,0,0,0,0,0,0,0,0,9
2065,C,Praet,6.5,0,0,0,0,0,0,1,0,1,0,0,9
5298,C,Pobega,7,1,0,0,0,0,0,1,0,0,0,0,9
